Accession,Release_Date,Species,Nuc_Completeness,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
QPF51594,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51595,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51596,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51597,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51598,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51599,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51600,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51601,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51602,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51603,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51604,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51605,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51606,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51607,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51608,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51609,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51610,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51611,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-19
QPF51612,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51613,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51614,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51615,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51616,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51617,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51618,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51619,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51620,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51621,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51622,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51623,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51624,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51625,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51626,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51627,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51628,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51629,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51630,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51631,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51632,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51633,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51634,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51635,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-21
QPF51636,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51637,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51638,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51639,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51640,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51641,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51642,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51643,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51644,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51645,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51646,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51647,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51648,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51649,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51650,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51651,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51652,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51653,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51654,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51655,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51656,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51657,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51658,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51659,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51660,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51661,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51662,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51663,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51664,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51665,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51666,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51667,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51668,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51669,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51670,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51671,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51672,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51673,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51674,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51675,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51676,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51677,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51678,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51679,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51680,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51681,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51682,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51683,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-26
QPF51684,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51685,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51686,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51687,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51688,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51689,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51690,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51691,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51692,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51693,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51694,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51695,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51696,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51697,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51698,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51699,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51700,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51701,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51702,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51703,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51704,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51705,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51706,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
QPF51707,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Orange County",CA,Homo sapiens,,2020-08-31
